premise	initial	counterfactual	original_ending	generated_ending	bert_o1h1	bert_o1h123	bert_consec
Dana thought his girlfriend's roommate liked him.	But tonight he found out how much.	He was ready to make a move on her tonight.	He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.	He was ready to get down on his knees and beg the girl. She was ready to give him a blowjob. Dana felt his cock throb and his wanted to cum.	4.822793960571289	5.275635719299316	3.189815799395243
Dana thought his girlfriend's roommate liked him.	But tonight he found out how much.	He was ready to make a move on her tonight.	He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.	He was ready to get down on his knees and beg the Lord to give him a girl. She was ready to give him a girl. Dana felt his cock throb and his balls tighten.	4.776158332824707	5.251494884490967	3.7293676137924194
Dana thought his girlfriend's roommate liked him.	But tonight he found out how much.	He was ready to make a move on her tonight.	He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.	He was ready to get down on his knees and beg the girl. She was ready to give him a blowjob. Dana felt his cock throb and his knew he was going to cum.	4.822793960571289	5.276157855987549	3.2468882401784263
Dana thought his girlfriend's roommate liked him.	But tonight he found out how much.	He was ready to make a move on her tonight.	He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.	He was ready to get down on his knees and beg the girl. She was ready to give him a blowjob. Dana felt his cock throb and his knew he was about to cum.	4.822793960571289	5.2753496170043945	3.2720487117767334
Dana thought his girlfriend's roommate liked him.	But tonight he found out how much.	He was ready to make a move on her tonight.	He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.	DEPRECATED	-1	-1	-1
Dana thought his girlfriend's roommate liked him.	But tonight he found out how much.	He was ready to make a move on her tonight.	He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.	DEPRECATED	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	Ben was in the hospital, and he was in love with Amy. She was in the hospital, and she was in love with Ben. She was in the hospital, and she was in love with Amy.	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	DEPRECATED	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	Ben was in the hospital, and he was in love with Amy. She was in the hospital. She was in the hospital.	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	DEPRECATED	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	DEPRECATED	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	DEPRECATED	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	DEPRECATED	-1	-1	-1
Amy and Ben were young, and in love.	They were sitting on the swings in the park together.	They were sitting on the swings in the park together but Amy had to run home.	Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.	DEPRECATED	-1	-1	-1
Joe pressed the pause button.	He wasn't very interesting in the movie that he was watching.	The movie was great, but very long, and Joe was in desperate need of a bathroom break.	He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought. He sighed and kept watching the movie.	He was about to ask his wife to take him to the bathroom when he heard a knock on the door. "Hey, Joe," said the knock. He opened the door and saw a man with a beard beard and a mustache.	3.733959913253784	4.807009696960449	3.9492502212524414
Joe pressed the pause button.	He wasn't very interesting in the movie that he was watching.	The movie was great, but very long, and Joe was in desperate need of a bathroom break.	He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought. He sighed and kept watching the movie.	He was going to have to wait until the next day to get his fix. "I'm sorry, Joe," said the voice of the voice-over. "I'm sorry, Joe.	3.0505619049072266	5.1380133628845215	2.9014175732930503
Joe pressed the pause button.	He wasn't very interesting in the movie that he was watching.	The movie was great, but very long, and Joe was in desperate need of a bathroom break.	He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought. He sighed and kept watching the movie.	DEPRECATED	-1	-1	-1
Joe pressed the pause button.	He wasn't very interesting in the movie that he was watching.	The movie was great, but very long, and Joe was in desperate need of a bathroom break.	He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought. He sighed and kept watching the movie.	He began to think about what he was going to do. He had been watching the movie for a while, and he had been enjoying it. He had been enjoying watching the movie.	2.4567718505859375	4.828588485717773	3.1775341033935547
Joe pressed the pause button.	He wasn't very interesting in the movie that he was watching.	The movie was great, but very long, and Joe was in desperate need of a bathroom break.	He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought. He sighed and kept watching the movie.	He began about to ask for a break when he heard a voice behind him. "Hey Joe, what's up?"  Joe looked up to see a tall, muscular man with a beard and a mustache. He was wearing a black suit and a white shirt.	4.222995758056641	5.13908576965332	4.14764936765035
